Order ID,Sales,Isolation_Anomaly,Sales_ZScore,ZScore_Anomaly
1188,14.28,Normal,-0.34548704688776566,Normal
474,7.408,Normal,-0.3564538227245851,Normal
474,6.048,Normal,-0.35862419745364127,Normal
2921,46.26,Normal,-0.29445132347951725,Normal
4751,2.946,Normal,-0.3635745668724151,Normal
4751,16.056,Normal,-0.34265279282982164,Normal
2866,21.744,Normal,-0.3335755196982983,Normal
410,218.75,Normal,-0.01918078155679146,Normal
410,2.6,Normal,-0.3641267357373073,Normal
4716,66.284,Normal,-0.26249574732170716,Normal
3278,35.168,Normal,-0.3121526444314963,Normal
2940,444.768,Normal,0.34151315631955287,Normal
3463,83.92,Normal,-0.2343510938499164,Normal
3463,131.98,Normal,-0.15765388099812092,Normal
3463,15.92,Normal,-0.34286983030272733,Normal
3463,52.29,Normal,-0.28482826493818714,Normal
3463,91.99,Normal,-0.22147247321500194,Normal
801,20.8,Normal,-0.33508201509846675,Normal
1387,23.68,Normal,-0.33048592743693594,Normal
1387,452.45,Normal,0.35377258181117777,Normal
1387,62.982,Normal,-0.267765289494754,Normal
1387,1188.0,Anomaly,1.5276101788386052,Normal
1387,89.584,Normal,-0.22531212144890578,Normal
2127,93.06,Normal,-0.21976489897964152,Normal
2127,302.376,Normal,0.11427492218736682,Normal
1658,5.584,Normal,-0.35936467824355456,Normal
1658,22.704,Normal,-0.33204349047778803,Normal
1658,19.776,Normal,-0.33671617960034433,Normal
1658,72.704,Normal,-0.2522503019095448,Normal
1658,479.988,Normal,0.3977194783470235,Normal
1658,27.168,Normal,-0.3249195546024153,Normal
1592,2.2,Normal,-0.3647650812458533,Normal
1592,622.45,Normal,0.6250694229432051,Normal
1592,21.98,Normal,-0.33319889584825624,Normal
4369,161.568,Normal,-0.11043546373097723,Normal
4369,389.696,Normal,0.253625746702947,Normal
4247,18.648,Normal,-0.3385163139344439,Normal
4640,233.86,Normal,0.004932720028531692,Normal
4640,620.6145,Normal,0.6221402149908648,Normal
4640,5.328,Normal,-0.35977321936902396,Normal
4640,258.072,Normal,0.04357177366081782,Normal
4640,617.976,Normal,0.6179295284301186,Normal
3940,10.56,Normal,-0.35142366011724296,Normal
2549,25.92,Normal,-0.32691119258907864,Normal
2549,419.68,Normal,0.3014761260235511,Normal
2549,11.688,Normal,-0.34962352578314343,Normal
2549,31.984,Normal,-0.3172338746795221,Normal
2549,177.225,Normal,-0.08544902466271755,Normal
2549,4.044,Normal,-0.3618223084514564,Normal
2549,7.408,Normal,-0.3564538227245851,Normal
386,2001.86,Anomaly,2.8264198678016155,Normal
386,166.72,Normal,-0.10221357358090546,Normal
386,47.88,Normal,-0.2918660241699062,Normal
386,1503.25,Anomaly,2.0307062327613794,Normal
386,25.92,Normal,-0.32691119258907864,Normal
2501,321.568,Normal,0.14490273968740133,Normal
2359,7.61,Normal,-0.3561314582427693,Normal
2359,3347.37,Anomaly,4.9736705308107565,Anomaly
2384,80.58,Normal,-0.23968127884627502,Normal
2384,361.92,Normal,0.20929903458951649,Normal
4396,12.132,Normal,-0.3489149622686574,Normal
4396,82.368,Normal,-0.23682787442307468,Normal
4396,53.92,Normal,-0.2822270069908624,Normal
4396,647.904,Normal,0.6656905393795264,Normal
4000,20.37,Normal,-0.33576823652015364,Normal
4000,221.55,Normal,-0.014712362996969817,Normal
4000,17.52,Normal,-0.3403164482685435,Normal
4869,1.624,Normal,-0.36568429877815944,Normal
4136,3059.982,Anomaly,4.515038433285751,Anomaly
4136,2519.958,Anomaly,3.6532336960182104,Anomaly
2057,328.224,Normal,0.1555248089496059,Normal
1499,79.9,Normal,-0.24076646621080314,Normal
3481,14.016,Normal,-0.345908354923406,Normal
1830,7.56,Normal,-0.3562112514313376,Normal
4831,37.208,Normal,-0.308897082337912,Normal
4831,57.576,Normal,-0.2763925290427524,Normal
4016,725.84,Normal,0.7900657782646187,Normal
1505,209.93,Normal,-0.03325630002022957,Normal
1505,5.28,Normal,-0.35984982083004946,Normal
1505,10.92,Normal,-0.3508491491595517,Normal
3109,8.82,Normal,-0.3542004630794179,Normal
3109,5.98,Normal,-0.3587327161900941,Normal
3406,11.648,Normal,-0.349687360333998,Normal
3406,18.176,Normal,-0.3392695616345282,Normal
3406,59.712,Normal,-0.27298376402711705,Normal
3406,24.84,Normal,-0.32863472546215267,Normal
4402,2.08,Normal,-0.36495658489841704,Normal
4402,1114.4,Anomaly,1.410154605266151,Normal
1180,1038.84,Anomaly,1.2895711387018216,Normal
1179,141.76,Normal,-0.14204633331417255,Normal
1179,239.8,Normal,0.014412150830438994,Normal
1179,31.104,Normal,-0.31863823479832315,Normal
1860,254.058,Normal,0.037165976482559225,Normal
1860,194.528,Normal,-0.057835793826791264,Normal
1860,961.48,Anomaly,1.1661151173490356,Normal
1826,19.096,Normal,-0.33780136696487245,Normal
1826,18.496,Normal,-0.3387588852276914,Normal
1826,255.984,Normal,0.04023961010620799,Normal
1826,86.97,Normal,-0.22948370934725354,Normal
148,300.416,Normal,0.11114702919549171,Normal
148,230.352,Normal,-0.0006655700814162755,Normal
148,218.352,Normal,-0.01981593533779467,Normal
148,78.6,Normal,-0.2428410891135775,Normal
148,27.552,Normal,-0.3243067429142112,Normal
2311,32.4,Normal,-0.3165699953506343,Normal
2311,1082.48,Anomaly,1.3592146336841846,Normal
2311,56.91,Normal,-0.2774553743144814,Normal
2311,77.6,Normal,-0.24443695288494235,Normal
2311,14.28,Normal,-0.34548704688776566,Normal
4860,219.075,Normal,-0.018662125831097897,Normal
1359,26.8,Normal,-0.32550683247027756,Normal
374,9.84,Normal,-0.3525726820326257,Normal
144,45.48,Normal,-0.29569609722118184,Normal
144,289.2,Normal,0.09324782113586336,Normal
3287,4.89,Normal,-0.3604722077008818,Normal
2316,15.136,Normal,-0.34412098749947734,Normal
2316,466.768,Normal,0.3766221592895799,Normal
2316,15.232,Normal,-0.3439677845774263,Normal
2316,6.264,Normal,-0.35827949087902644,Normal
245,87.54,Normal,-0.2285740669975756,Normal
763,178.384,Normal,-0.08359941855170568,Normal
763,15.552,Normal,-0.3434571081705896,Normal
722,99.136,Normal,-0.21006843070482858,Normal
732,135.882,Normal,-0.1514268205622552,Normal
732,3991.98,Anomaly,6.002380276470263,Anomaly
732,275.94,Normal,0.07208666752756523,Normal
732,360.0,Normal,0.2062349761484959,Normal
732,43.57,Normal,-0.29874419702448873,Normal
652,7.16,Normal,-0.35684959693988355,Normal
2625,251.52,Normal,0.033115674230835224,Normal
2625,99.99,Normal,-0.20870556304408303,Normal
3807,15.992,Normal,-0.34275492811118907,Normal
4542,290.898,Normal,0.09595759781964096,Normal
4542,54.224,Normal,-0.2817418644043675,Normal
4542,786.744,Normal,0.8872602653958245,Normal
4542,100.24,Normal,-0.2083065971012418,Normal
4542,37.764,Normal,-0.30800978208103313,Normal
4571,82.8,Normal,-0.23613846127384508,Normal
4571,20.724,Normal,-0.33520330074509047,Normal
4571,4.896,Normal,-0.3604626325182536,Normal
1278,4.752,Normal,-0.3606924369013301,Normal
1278,959.984,Anomaly,1.1637277051470738,Normal
1278,14.368,Normal,-0.3453466108758856,Normal
359,7.712,Normal,-0.35596868013809013,Normal
359,698.352,Normal,0.746198674917341,Normal
1142,4.96,Normal,-0.36036049723688623,Normal
257,17.856,Normal,-0.3397802380413649,Normal
257,509.97,Normal,0.4455666659400849,Normal
257,30.992,Normal,-0.31881697154071603,Normal
257,71.928,Normal,-0.25348869219612385,Normal
4317,88.8,Normal,-0.22656327864565587,Normal
4120,47.976,Normal,-0.29171282124785514,Normal
3434,7.56,Normal,-0.3562112514313376,Normal
3434,24.56,Normal,-0.32908156731813487,Normal
3434,12.96,Normal,-0.34759358706596727,Normal
2117,6.79,Normal,-0.35744006653528854,Normal
2117,24.56,Normal,-0.32908156731813487,Normal
2117,3.048,Normal,-0.36341178876773583,Normal
2117,49.12,Normal,-0.28988715309341373,Normal
2117,4355.168,Anomaly,6.581978847864725,Anomaly
2250,388.704,Normal,0.25204264984175306,Normal
2250,8.26,Normal,-0.3550941467913822,Normal
2250,17.04,Normal,-0.3410824628787987,Normal
2250,34.4,Normal,-0.31337826780790456,Normal
2123,36.24,Normal,-0.3104418784685932,Normal
3847,647.84,Normal,0.665588404098159,Normal
3847,20.7,Normal,-0.3352416014756033,Normal
3643,20.7,Normal,-0.3352416014756033,Normal
3643,488.646,Normal,0.4115364668795006,Normal
3643,5.56,Normal,-0.3594029789740673,Normal
3643,47.12,Normal,-0.29307888063614346,Normal
272,211.96,Normal,-0.030016696564358892,Normal
2516,23.2,Normal,-0.3312519420471911,Normal
2516,7.36,Normal,-0.35653042418561054,Normal
2516,104.79,Normal,-0.2010454169415316,Normal
2516,1043.92,Anomaly,1.2976781266603554,Normal
2856,25.92,Normal,-0.32691119258907864,Normal
2856,53.424,Normal,-0.2830185554214593,Normal
4169,8.16,Normal,-0.35525373316851866,Normal
4169,1023.936,Anomaly,1.2657863850534,Normal
4169,9.24,Normal,-0.3535302002954446,Normal
4169,479.04,Normal,0.3962065994917696,Normal
4523,99.136,Normal,-0.21006843070482858,Normal
4796,1488.424,Anomaly,2.007045956487124,Normal
1176,8.652,Normal,-0.35446856819300715,Normal
1176,23.832,Normal,-0.3302433561436885,Normal
1176,12.176,Normal,-0.3488447442627174,Normal
2200,50.96,Normal,-0.2869507637541024,Normal
2200,49.536,Normal,-0.28922327376452595,Normal
1105,41.9,Normal,-0.30140928952266804,Normal
4422,375.4575,Normal,0.2309030403943683,Normal
4422,83.976,Normal,-0.23426172547871996,Normal
1075,482.34,Normal,0.4014729499372736,Normal
1075,2.96,Normal,-0.36355222477961596,Normal
196,2.624,Normal,-0.36408843500679455,Normal
2795,23.36,Normal,-0.3309966038437727,Normal
2795,39.98,Normal,-0.30447334796368863,Normal
4203,246.384,Normal,0.024919317901105232,Normal
4203,1799.97,Anomaly,2.504230931000763,Normal
4201,12.462,Normal,-0.348388327224107,Normal
2821,75.792,Normal,-0.24732227458357,Normal
4040,49.96,Normal,-0.2885466275254672,Normal
4040,12.96,Normal,-0.34759358706596727,Normal
1069,70.12,Normal,-0.25637401389475156,Normal
1799,35.952,Normal,-0.3109014872347463,Normal
1799,2396.2656,Anomaly,3.4558374760650388,Anomaly
1799,131.136,Normal,-0.15900079002115286,Normal
1799,57.584,Normal,-0.27637976213258153,Normal
163,9.568,Normal,-0.3530067569784369,Normal
635,39.072,Normal,-0.30592239226808793,Normal
3104,35.91,Normal,-0.31096851351314364,Normal
3091,179.95,Normal,-0.0811002958857483,Normal
3091,1199.976,Anomaly,1.546722243364471,Normal
3091,27.15,Normal,-0.32494828015029986,Normal
3091,1004.024,Anomaly,1.2340095456379825,Normal
3091,9.68,Normal,-0.35282802023604404,Normal
3091,28.35,Normal,-0.323033243624662,Normal
3091,55.98,Normal,-0.27893952762185076,Normal
3091,1336.829,Anomaly,1.765120988067067,Normal
3091,113.568,Normal,-0.18703692475649084,Normal
3588,139.86,Normal,-0.14507847447976574,Normal
3588,307.136,Normal,0.12187123373906365,Normal
3193,95.92,Normal,-0.215200728593538,Normal
2409,383.8,Normal,0.24421653390697975,Normal
3830,5.78,Normal,-0.35905188894436707,Normal
2972,9.32,Normal,-0.35340253119373544,Normal
2972,15.25,Normal,-0.34393905902954175,Normal
504,196.752,Normal,-0.05428659279927577,Normal
3261,56.56,Normal,-0.2780139266344591,Normal
3261,32.7,Normal,-0.3160912362192248,Normal
3848,866.4,Normal,1.0143803899676642,Normal
3729,28.4,Normal,-0.32295345043609375,Normal
3729,287.92,Normal,0.09120511550851637,Normal
22,69.99,Normal,-0.256581476185029,Normal
3784,6.672,Normal,-0.3576283784603096,Normal
4493,189.588,Normal,-0.06571936085733371,Normal
4493,408.744,Normal,0.284023759819905,Normal
4493,291.96,Normal,0.09765240514483037,Normal
4493,4.768,Normal,-0.3606669030809883,Normal
2085,714.3,Normal,0.771649510343068,Normal
4235,4.812,Normal,-0.3605966850750482,Normal
4235,247.8,Normal,0.027179061001357925,Normal
2391,1007.979,Anomaly,1.2403211868537307,Normal
2391,313.488,Normal,0.13200816041477326,Normal
3350,31.872,Normal,-0.31741261142191496,Normal
3875,207.846,Normal,-0.03658208011975396,Normal
1913,12.22,Normal,-0.3487745262567773,Normal
1913,194.94,Normal,-0.057178297952988934,Normal
1913,70.95,Normal,-0.2550494469645187,Normal
1913,91.36,Normal,-0.22247786739096181,Normal
1913,242.94,Normal,0.019423163072524653,Normal
1913,22.05,Normal,-0.33308718538426063,Normal
3821,2.91,Normal,-0.36363201796818423,Normal
2705,59.52,Normal,-0.2732901698712191,Normal
2705,161.94,Normal,-0.10984180240802952,Normal
2705,263.88,Normal,0.052840550444904946,Normal
2705,30.48,Normal,-0.3196340537916549,Normal
2705,9.84,Normal,-0.3525726820326257,Normal
2705,35.12,Normal,-0.3122292458925219,Normal
3689,284.364,Normal,0.08553022393754284,Normal
3689,665.408,Normal,0.693624538833497,Normal
1668,63.88,Normal,-0.2663322038280683,Normal
4143,129.568,Normal,-0.16150310441465296,Normal
4598,747.558,Normal,0.8247247476511207,Normal
4598,8.928,Normal,-0.35402810979211047,Normal
897,103.92,Normal,-0.20243381842261907,Normal
897,899.91,Normal,1.0678577849461008,Normal
897,51.312,Normal,-0.286389019706582,Normal
1813,23.56,Normal,-0.3306774310894997,Normal
1813,1272.63,Anomaly,1.662668129809214,Normal
1813,28.485,Normal,-0.3228178020155278,Normal
1813,185.376,Normal,-0.0724411390623225,Normal
1813,78.272,Normal,-0.24336453243058512,Normal
4284,254.744,Normal,0.03826073902971554,Normal
3831,205.3328,Normal,-0.04059280494994816,Normal
4424,4.788,Normal,-0.36063498580556097,Normal
1484,55.48,Normal,-0.2797374595075332,Normal
529,340.92,Normal,0.1757858953908543,Normal
529,222.666,Normal,-0.01293137902812665,Normal
529,703.968,Normal,0.7551610458573261,Normal
529,92.52,Normal,-0.22062666541617854,Normal
529,62.65,Normal,-0.2682951162668471,Normal
529,94.85,Normal,-0.21690830282889842,Normal
1723,95.76,Normal,-0.21545606679695634,Normal
2468,40.2,Normal,-0.30412225793398834,Normal
1676,14.7,Normal,-0.34481678410379246,Normal
1676,704.25,Normal,0.7556110794408512,Normal
424,9.09,Normal,-0.3537695798611493,Normal
335,5.96,Normal,-0.35876463346552134,Normal
335,159.98,Normal,-0.11296969539990467,Normal
3557,29.6,Normal,-0.32103841391045596,Normal
3557,514.165,Normal,0.4522613144609604,Normal
3557,279.96,Normal,0.07850203988845197,Normal
628,2735.952,Anomaly,3.9979306954503935,Anomaly
412,7.992,Normal,-0.355521838282108,Normal
412,63.984,Normal,-0.2661662339958463,Normal
412,70.368,Normal,-0.25597823967945305,Normal
166,449.15,Normal,0.3485062313656737,Normal
166,11.07,Normal,-0.35060976959384693,Normal
2736,93.98,Normal,-0.21829670430998585,Normal
4487,189.882,Normal,-0.06525017690855242,Normal
1229,105.42,Normal,-0.20004002276557176,Normal
2067,119.616,Normal,-0.17738514066727612,Normal
2067,255.76,Normal,0.039882136621422225,Normal
2067,241.568,Normal,0.017233637978212077,Normal
2067,69.3,Normal,-0.2576826221872708,Normal
4439,22.62,Normal,-0.3321775430345827,Normal
4439,14.952,Normal,-0.3444146264334085,Normal
4439,801.568,Normal,0.9109173499425371,Normal
4439,2.376,Normal,-0.36448420922209307,Normal
4439,32.792,Normal,-0.31594441675225926,Normal
3449,15.92,Normal,-0.34286983030272733,Normal
1373,2.74,Normal,-0.3639033148093162,Normal
1373,8.34,Normal,-0.354966477689673,Normal
1373,46.74,Normal,-0.2936853088692621,Normal
1373,6354.95,Anomaly,9.773358492292301,Anomaly
3456,126.3,Normal,-0.16671838721947335,Normal
3456,38.04,Normal,-0.30756932368013645,Normal
1761,7.152,Normal,-0.3568623638500545,Normal
4007,6.63,Normal,-0.3576954047387069,Normal
4007,5.88,Normal,-0.3588923025672306,Normal
3302,2999.95,Anomaly,4.419235539363175,Anomaly
3302,51.45,Normal,-0.2861687905061336,Normal
3302,11.96,Normal,-0.34918945083733216,Normal
3302,1126.02,Anomaly,1.4286985422894107,Normal
1539,18.392,Normal,-0.3389248550599134,Normal
1539,129.568,Normal,-0.16150310441465296,Normal
1539,14.112,Normal,-0.345755152001355,Normal
3647,210.98,Normal,-0.03158064306029649,Normal
4536,55.176,Normal,-0.2802226020940281,Normal
4536,66.26,Normal,-0.2625340480522199,Normal
1550,22.2,Normal,-0.33284780581855594,Normal
3025,683.952,Normal,0.7232182366096871,Normal
3025,45.696,Normal,-0.29535139064656707,Normal
4355,36.336,Normal,-0.3102886755465422,Normal
4355,666.248,Normal,0.6949650644014436,Normal
4355,52.512,Normal,-0.28447398318094413,Normal
820,190.72,Normal,-0.06391284306814866,Normal
4774,47.94,Normal,-0.2917702723436243,Normal
2727,979.95,Anomaly,1.1955907212061447,Normal
2727,22.75,Normal,-0.3319700807443053,Normal
2073,16.768,Normal,-0.3415165378246099,Normal
4743,42.616,Normal,-0.3002666510623708,Normal
1404,10.752,Normal,-0.3511172542731409,Normal
1231,152.94,Normal,-0.12420457635031332,Normal
1231,283.92,Normal,0.0848216604230569,Normal
485,468.9,Normal,0.3800245408501298,Normal
2227,380.864,Normal,0.23953107787425243,Normal
4314,646.776,Normal,0.6638904050454267,Normal
58,58.112,Normal,-0.27553714606130086,Normal
58,100.792,Normal,-0.20742568029944836,Normal
58,66.112,Normal,-0.26277023589038195,Normal
3992,41.28,Normal,-0.3023987250609143,Normal
3992,13.36,Normal,-0.34695524155742136,Normal
963,250.272,Normal,0.031124036244171843,Normal
963,11.364,Normal,-0.3501405856450656,Normal
963,8.72,Normal,-0.35436004945655436,Normal
2220,1121.568,Anomaly,1.4215937567792944,Normal
3009,34.504,Normal,-0.3132122979756826,Normal
2797,10.824,Normal,-0.35100235208160263,Normal
2769,1295.78,Anomaly,1.6996123761163107,Normal
641,19.456,Normal,-0.33722685600718116,Normal
1870,20.7,Normal,-0.3352416014756033,Normal
1870,1335.68,Anomaly,1.763287340593769,Normal
1870,32.4,Normal,-0.3165699953506343,Normal
3123,42.6,Normal,-0.3002921848827127,Normal
3123,84.056,Normal,-0.23413405637701074,Normal
536,13.0,Normal,-0.3475297525151127,Normal
536,13.128,Normal,-0.347325481952378,Normal
